pointid,grid_code
491,0.0003414
492,0.0000662
493,71.7647018
494,36.2481995
495,18.3034992
496,9.2312002
497,4.6468902
498,2.3348401
499,1.1714400
500,0.5871940
501,0.2940940
502,0.1472440
503,0.0737444
504,0.0368444
505,0.0185444
506,0.0093123
507,0.0046623
508,0.0022623
509,0.0012123
510,0.0006123
511,0.0003123
512,0.0001623
513,0.0000123
514,0.0000123
515,0.0000184
516,0.0000092
517,0.0000092
518,0.0000046
519,0.0000023
520,0.0000015
521,0.0000016
522,0.0000044
523,0.0000110
524,0.0000232
525,0.0000377
526,0.0000390
527,0.0000165
528,71.3520966
529,36.0407982
530,18.2028008
531,9.1918402
532,4.6394401
533,2.3399999
534,1.1793000
535,0.5938510
536,0.2988010
537,0.1503010
538,0.0756013
539,0.0379513
540,0.0190513
541,0.0096123
542,0.0048123
543,0.0024123
544,0.0012123
545,0.0006123
546,0.0003123
547,0.0001623
548,0.0000123
549,0.0000123
550,0.0000193
551,0.0000097
552,0.0000097
553,0.0000049
554,0.0000024
555,0.0000016
556,0.0000011
557,0.0000022
558,0.0000036
559,0.0000042
560,0.0000026
561,70.9408035
562,35.8335991
563,18.0986004
564,9.1403103
565,4.6155601
566,2.3302500
567,1.1760000
568,0.5932510
569,0.2991010
570,0.1507510
571,0.0759013
572,0.0382513
573,0.0192013
574,0.0097623
575,0.0048123
576,0.0024123
577,0.0012123
578,0.0006123
579,0.0003123
580,0.0001623
581,0.0000123
582,0.0000269
583,0.0000197
584,0.0000099
585,0.0000099
586,0.0000050
587,0.0000025
588,70.5302963
589,35.6268005
590,17.9944000
591,9.0877399
592,4.5891700
593,2.3171999
594,1.1698500
595,0.5904010
596,0.2979010
597,0.1503010
598,0.0757513
599,0.0382513
600,0.0192013
601,0.0097623
602,0.0048123
603,0.0024123
604,0.0012123
605,0.0006123
606,0.0003123
607,0.0001623
608,0.0000123
609,0.0000269
610,0.0000198
611,0.0000099
612,0.0000099
613,0.0000050
614,0.0000025
615,70.1201019
616,35.4201012
617,17.8901997
618,9.0351105
619,4.5624800
620,2.3035500
621,1.1628000
622,0.5868010
623,0.2959510
624,0.1492510
625,0.0751513
626,0.0379513
627,0.0190513
628,0.0096123
629,0.0048123
630,0.0024123
631,0.0012123
632,0.0006123
633,0.0003123
634,0.0001623
635,0.0000123
636,0.0000269
637,0.0000195
638,0.0000098
639,0.0000098
640,0.0000049
641,0.0000025
642,69.7098007
643,35.2134018
644,17.7859001
645,8.9823103
646,4.5351801
647,2.2888501
648,1.1545500
649,0.5820010
650,0.2931010
651,0.1476010
652,0.0742513
653,0.0373513
654,0.0187513
655,0.0094623
656,0.0046623
657,0.0024123
658,0.0012123
659,0.0006123
660,0.0003123
661,0.0001623
662,0.0000123
663,0.0000269
664,0.0000190
665,0.0000095
666,0.0000095
667,0.0000048
668,0.0000024
669,69.2991028
670,35.0065002
671,17.6812000
672,8.9268398
673,4.5026798
674,2.2683001
675,1.1413500
676,0.5736010
677,0.2880010
678,0.1446010
679,0.0724513
680,0.0363013
681,0.0181513
682,0.0091623
683,0.0045123
684,0.0022623
685,0.0010623
686,0.0006123
687,0.0003123
688,0.0001623
689,0.0000123
690,0.0000269
691,0.0000181
692,0.0000090
693,0.0000090
694,0.0000045
695,0.0000023
696,68.8874969
697,34.7984009
698,17.5655003
699,8.8440304
700,4.4396300
701,2.2237501
702,1.1124001
703,0.5560510
704,0.2778010
705,0.1387510
706,0.0693013
707,0.0346513
708,0.0172513
709,0.0087123
710,0.0043623
711,0.0021123
712,0.0010623
713,0.0004623
714,0.0003123
715,0.0001623
716,0.0000123
717,0.0000269
718,0.0000168
719,0.0000084
720,0.0000084
721,0.0000042
722,0.0000021
723,68.4730988
724,34.5584984
725,17.3036995
726,8.5964203
727,4.2596402
728,2.1105001
729,1.0465500
730,0.5194510
731,0.2581510
732,0.1284010
733,0.0639013
734,0.0318013
735,0.0159013
736,0.0079623
737,0.0039123
738,0.0019623
739,0.0009123
740,0.0004623
741,0.0001623
742,0.0001623
743,0.0000123
744,0.0000269
745,0.0000153
