pointid,grid_code
397,0.0000099
398,0.0000099
399,0.0000133
400,0.0000082
401,0.0000051
402,0.0000031
403,0.0000019
404,0.0000012
405,0.0000024
406,0.0000066
407,0.0000173
408,0.0000446
409,0.0001123
410,0.0002722
411,0.0006243
412,0.0013132
413,0.0023808
414,0.0032281
415,0.0021549
416,0.0000915
417,0.0100924
418,0.0594462
419,0.0808953
420,0.0749944
421,0.0592716
422,0.0431361
423,0.0298444
424,0.0200944
425,0.0131944
426,0.0085444
427,0.0055444
428,0.0034444
429,0.0022444
430,0.0013444
431,0.0009100
432,0.0006099
433,0.0003100
434,0.0001599
435,0.0001599
436,0.0000099
437,0.0000099
438,0.0000099
439,0.0000181
440,0.0000111
441,0.0000068
442,0.0000041
443,0.0000025
444,0.0000015
445,0.0000014
446,0.0000035
447,0.0000088
448,0.0000214
449,0.0000499
450,0.0001098
451,0.0002216
452,0.0003902
453,0.0005432
454,0.0004759
455,0.0001336
456,0.1943180
457,0.3013340
458,0.2586860
459,0.1890860
460,0.1290520
461,0.0849504
462,0.0547444
463,0.0347944
464,0.0218944
465,0.0136444
466,0.0085444
467,0.0052444
468,0.0032944
469,0.0019444
470,0.0012099
471,0.0007600
472,0.0004600
473,0.0003100
474,0.0001599
475,0.0001599
476,0.0000099
477,0.0000099
478,0.0000236
479,0.0000143
480,0.0000087
481,0.0000053
482,0.0000032
483,0.0000020
484,0.0000012
485,0.0000017
486,0.0000040
487,0.0000091
488,0.0000193
489,0.0000377
490,0.0000650
491,0.0000921
492,0.0000925
493,0.0000472
494,0.0000045
495,1.2413501
496,0.9035050
497,0.5887510
498,0.3712880
499,0.2307320
500,0.1422390
501,0.0872944
502,0.0533944
503,0.0325444
504,0.0197944
505,0.0119944
506,0.0073444
507,0.0044944
508,0.0026944
509,0.0016600
510,0.0010599
511,0.0006099
512,0.0003100
513,0.0001599
514,0.0001599
515,0.0000099
516,0.0000099
517,0.0000295
518,0.0000179
519,0.0000108
520,0.0000065
521,0.0000039
522,0.0000024
523,0.0000014
524,0.0000016
525,0.0000034
526,0.0000065
527,0.0000110
528,0.0000157
529,0.0000171
530,0.0000117
531,0.0000031
532,7.1999998
533,3.1043701
534,1.7194500
535,0.9943950
536,0.5842560
537,0.3460080
538,0.2058660
539,0.1228440
540,0.0734944
541,0.0439444
542,0.0263944
543,0.0158944
544,0.0094444
545,0.0056944
546,0.0034444
547,0.0021099
548,0.0012099
549,0.0007600
550,0.0004600
551,0.0003100
552,0.0001599
553,0.0001599
554,0.0000099
555,0.0000356
556,0.0000215
557,0.0000129
558,0.0000078
559,0.0000047
560,0.0000028
561,0.0000017
562,0.0000010
563,0.0000011
564,0.0000019
565,0.0000027
566,0.0000031
567,0.0000025
568,0.0000011
569,7.1999998
570,4.1514001
571,2.3216300
572,1.3244600
573,0.7664580
574,0.4476880
575,0.2631540
576,0.1553940
577,0.0920944
578,0.0547444
579,0.0325444
580,0.0193444
581,0.0115444
582,0.0068944
583,0.0041944
584,0.0024099
585,0.0015100
586,0.0009100
587,0.0004600
588,0.0003100
589,0.0001599
590,0.0001599
591,0.0000099
592,0.0000416
593,0.0000250
594,0.0000150
595,0.0000090
596,0.0000054
597,0.0000033
598,0.0000020
599,0.0000012
600,7.1999998
601,4.3356299
602,2.5635099
603,1.5022500
604,0.8805490
605,0.5174680
606,0.3049680
607,0.1802530
608,0.1067530
609,0.0632533
610,0.0376033
611,0.0224533
612,0.0133033
613,0.0079033
614,0.0047533
615,0.0027784
616,0.0017284
617,0.0009784
618,0.0006784
619,0.0003784
620,0.0002284
621,0.0000784
622,0.0000784
623,0.0000013
624,0.0000013
625,0.0000013
626,0.0000013
627,0.0000013
628,0.0000013
629,0.0000013
630,0.0000013
631,7.1999998
632,4.3455601
633,2.6163001
634,1.5656199
635,0.9328320
636,0.5547240
637,0.3297090
638,0.1960030
639,0.1166530
640,0.0694033
641,0.0413533
642,0.0247033
643,0.0146533
644,0.0088033
645,0.0052033
646,0.0030784
647,0.0018784
648,0.0011284
649,0.0006784
650,0.0003784
651,0.0002284
652,0.0000784
653,0.0000784
654,0.0000013
655,0.0000013
656,0.0000013
657,0.0000013
658,0.0000013
659,0.0000013
660,0.0000013
661,0.0000013
662,7.1999998
663,4.3457198
664,2.6225500
665,1.5805600
666,0.9503620
667,0.5701980
668,0.3415750
669,0.2044030
670,0.1222030
671,0.0731533
672,0.0437533
673,0.0262033
674,0.0157033
675,0.0094033
676,0.0056533
677,0.0033784
678,0.0020284
679,0.0011284
680,0.0006784
681,0.0003784
682,0.0002284
683,0.0002284
684,0.0000784
685,0.0000013
686,0.0000013
687,0.0000013
688,0.0000013
689,0.0000013
690,0.0000013
691,0.0000013
692,0.0000013
693,7.1999998
694,4.3457198
695,2.6229501
696,1.5828900
697,0.9546610
698,0.5751960
699,0.3461860
700,0.2081530
701,0.1250530
702,0.0751033
703,0.0451033
704,0.0269533
705,0.0161533
706,0.0097033
707,0.0058033
